video_id,channel_id,channel_title,title,description,published_at,duration,view_count,like_count,fave_count,comment_count
jR9xrleFsY0,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,Rafael dan Keluarga Tak Kunjung Jenguk Mario Dandy di Rutan,"Mario Dandy Satrio, tersangka kasus penganiayaan David Ozora, telah ditahan oleh pihak kepolisian sejak 22 Februari 2023.

Namun, menurut kuasa hukum Mario, Dolfie Rompas, belum ada pihak keluarga yang menjeguk Mario hingga saat ini.

Alih-alih mengunjungi Mario, sang ayah yakni Rafael Alun Trisambodo justru terlihat berulang kali memeriksa safe deposit box di salah satu bank. 

Menurut Ketua Pusat Pelaporan Analisis Transaksi dan Keuangan (PPATK) Ivan Yustiavandana, Rafael menyimpan uang sejumlah Rp 37 miliar di dalam safe deposit box tersebut.

Simak selengkapnya dalam video berikut.

Host: Dimitri Quiny
Video Journalist: HAM, TAL
Penulis Naskah: Dimitri Quiny
Video Editor: Dimitri Quiny
Produser: Adesari Aviningtyas
Musik: Intellect - Yung Logos

#mariodandy #rafaelaluntrisambodo #jernihkanharapan",2023-03-14T07:22:03Z,PT59S,218864,1084,0,380
mtAsi4jFTKQ,UCT5H_ppXrhC7SFurhrezJKw,Tribun Sumsel,Kelakuan Bobrok Mario Dandy Dibongkar Mantan Kekasihnya hingga Dikeluarkan dari Sekolah,"Sebuah cuitan viral di media sosial mengenai kelakuan Mario Dandy, tersangka penganiayaan David. Di dalam cuitan oleh akun @logikapolitikid pada Sabtu, 4 Maret kemarin, mengunggah kartu siswa yang dipasangi foto Mario Dandy. 

Kelakuan buruk Mario pun dibocorkan oleh sang mantan pacar. Diketahui, Mario dahulu sempat bersekolah di SMA Taruna Nusantara, Magelang, Jawa Tengah. 

Namun, putra Rafael Trisambodo itu dikeluarkan dari sekolah karena pernah mabuk-mabukan dan merokok. Selain itu, Mario juga diduga sering bolos dan tak mengikuti kegiatan belajar mengajar di sekolah. 

Bahkan, Mario pernah tak naik kelas 11 karena dirinya dikeluarkan dari sekolah sejak kelas 10. Kini, setelah menjadi tersangka penganiayaan, Mario pun dikeluarkan dari kampusnya, Universitas Prasetiya Mulya.

Tribun Sumsel/ Ninis 
Editor/Ebit 

#shortvideo 

Baca berita di ------- http://sumsel.tribunnews.com/

Follow Instagram --------- https://www.instagram.com/tribunsumsel/

Like fanspage --------- https://www.facebook.com/harian.tribun.sumsel/",2023-03-06T08:27:02Z,PT51S,210719,937,0,125
yscDiTPN6lY,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,Mario Dandy Senyum Saat Chat Amanda 'Gue Masih Sayang Sama Lo' Dibacakan,"JAKARTA, KOMPAS.TV - Mario Dandy Satriyo tersenyum di persidangan saat kuasa hukumnya membacakan riwayat chat Anastasia Pretya Amanda dengan dirinya. 

Dalam persidangan, kuasa hukum Mario menguji konsistensi keterangan Amanda. Pada saat menjawab sejumlah pertanyaan jaksa, Amanda mengaku sudah tak lagi sayang dengan Mario.

Namun, kuasa hukum menguji keterangan itu dengan membacakan chat Amanda kepada Mario pada 30 Januari 2023. Saat momen itulah, Mario tampak senyum semringah.

Amanda dihadirkan sebagai saksi untuk terdakwa Mario dan Shane Lukas terkait penganiayaan terhadap David Ozora pada Selasa (4/7/2023).

Video editor: Laurensius Krisna Galih

Baca Juga Nyaris Pingsan, Mantan Pacar Mario Dandy Tetap Lanjutkan Sidang Usai Diperiksa di https://www.kompas.tv/video/422336/nyaris-pingsan-mantan-pacar-mario-dandy-tetap-lanjutkan-sidang-usai-diperiksa

 

Artikel ini bisa dilihat di :  https://www.kompas.tv/video/422384/mario-dandy-senyum-saat-chat-amanda-gue-masih-sayang-sama-lo-dibacakan",2023-07-04T08:10:41Z,PT1M23S,205686,384,0,238
lGkhAexq9Jc,UCqLsfkQSM0yfyGvONAGWd3Q,BeritaSatu,Beredar Video Diduga Mario Dandy Aniaya David,"Video yang diduga Mario Dandy Satriyo (MDS) tengah menganiaya David viral di media sosial. Dalam tayangan beberapa detik, tampak pria yang diduga MDS memukul dan menendang David tanpa ampun.

#penganiayaan #mariodandy #video

Saksikan Beritasatu Sore pukul 16.00 WIB

Jangan lewatkan live streaming BTV 24 jam non stop di https://www.beritasatu.com/livestream.

#BUniverse
#BTV
#LiveStreaming

Pastikan kamu subscribe dan aktifkan juga tombol lonceng untuk mendapatkan notifikasi video terbaru dari BeritaSatu.

Kunjungi juga social media channel kami :

Official Website: https://www.beritasatu.com
Twitter      : https://twitter.com/Beritasatu
Facebook : https://www.facebook.com/beritasatu/
Instagram : https://www.instagram.com/beritasatu/
Telegram  : https://t.me/beritasatu_news
Tiktok        : https://www.tiktok.com/beritasatu",2023-02-24T13:09:53Z,PT1M19S,191189,306,0,165
EzQ9JlyTlPY,UCD4mYEJsyoMWsZsXApoJnzw,TribunJakarta Official,"Tak Tahu Kondisi Keluarga, Mario Dandy Belum Juga Dijenguk Sang Ayah setelah 20 Hari Ditahan","TRIBUN-VIDEO.COM - KEBAYORAN BARU - Mario Dandy Satriyo (20) belum dijenguk sang ayah, Rafael Alun Trisambodo, serta anggota keluarga lainnya sejak berstatus sebagai tersangka dan ditahan terkait kasus penganiayaan terhadap Cristalino David Ozora (17).

Mario Dandy ditahan selama dua pekan lebih di Rutan Polres Metro Jakarta Selatan sejak 22 Februari 2023 hingga 10 Maret 2023.

Setelahnya, Mario Dandy dipindahkan ke Rutan Polda Metro Jaya hingga saat ini.

Artikel ini telah tayang di TribunJakarta.com dengan judul Mario Dandy Sudah 20 Hari Ditahan, Sang Ayah Rafael Alun dan Keluarga Belum Jenguk, https://jakarta.tribunnews.com/2023/03/13/mario-dandy-sudah-20-hari-ditahan-sang-ayah-rafael-alun-dan-keluarga-belum-jenguk?page=all.
Penulis: Annas Furqon Hakim | Editor: Satrio Sarwo Trengginas",2023-03-13T06:51:59Z,PT52S,185396,536,0,267
s-Yes8_ocxw,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,TEMAN GEREJA  AGH Kuliti Sifat Asli Pacar Mario Dandy Satriyo: Trouble Maker!,"TRIBUN-MEDAN.com – Kasus penganiayaan yang dilakukan Mario Dandy Satriyo jadi bulan-bulanan warganet di media sosial.

Usai kabar ini mencuat ke publik, sosok AGH dinilai sebagai wanita psikopat karena terlibat saat merekam momen penganiayaan yang dilakukan sang pacar.

Dilansir dari akun Twitter @chemtrailslove, ia mengaku sebagai teman gereja AGH.

Ia pun tak segan membongkar sifat asli hingga latar belakang keluarga AGH.

Baca selengkapnya di www.tribun-medan.com",2023-02-25T04:55:50Z,PT59S,184894,1461,0,340
kne5HxpxpJI,UCdOovgmIPfj9a-o3VP5i2_g,MerdekaDotCom,KERAS! Menkeu Sri Mulyani Copot Pejabat Pajak Ayah dari Mario Dandy,"MERDEKA.COM - Ayah Mario Dandy Satriyo, Rafael Alun Trisambodo (RAT) , resmi dicopot Menteri Keuangan Sri Mulyani dari jabatannya sebagai Kepala bagian Umum DJP Jakarta Selatan II. Sanksi keras diberlakukan buntut kasus penganiayaan dilakukan Mario Dandy Satriyo kepada korban D, seorang pelajar anak pengurus GP Ansor. 

Dalam keterangan resminya, Sri Mulyani menjelaskan, alasan pencopotan juga untuk dilakukan pemeriksaan mendalam terhadap Rafael. Khususnya terkait harta kekayaan yang belum dilaporkan kepada KPK.

----
#merdekadotcom

MORE VIDEOS: https://video.merdeka.com/

Produced by https://www.merdeka.com
KLN Apps ► http://www.kln.id/apps/

----
Youtube ► https://www.youtube.com/merdekacomvideonews
Vidio ► https://www.vidio.com/@merdeka
Twitter ► https://twitter.com/merdekadotcom
Facebook ► https://www.facebook.com/MDKcom
Telegram ► https://t.me/merdekacomnewsupdate",2023-02-24T02:35:18Z,PT2M41S,174545,1811,0,1258
Tir6ksLXS4E,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Mario Dandy EMOSI hingga KECEPLOSAN di Sidang Kasus Penganiayaan David Ozora, Sebut Hal Mengejutkan","Baca Selengkapnya di https://video.tribunnews.com/view/629713/mario-dandy-emosi-hingga-keceplosan-di-sidang-kasus-penganiayaan-david-ozora-sebut-hal-mengejutkan

TRIBUN-VIDEO.COM - Mario Dandy mengaku sangat emosi hingga memukuli David Ozora. 

Saat menjawab pertanyaan hakim, Mario Dandy terdengar sangat emosi hingga mengucapkan hal tak terduga. 

Mario mengaku akan terus menghajar David jika tak dilerai oleh Shane Lukas. 

#beritaterbaru #beritaterkini #beritaviral #live #breakingnews #politik #mariodandy #shanelukas #davidozora #pnjakartaselatan",2023-07-05T03:56:20Z,PT6M36S,163079,657,0,343
10I1ZNcgVIA,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,"Deddy Corbuzier Murka dengan Sikap Brutal Mario Dandy, hingga Terseret Nama Putri Tanjung","TRIBUN-MEDAN.com – Imbas aksi brutal yang dilakukan Mario Dandy Satrio terhadap David ikut membuat presenter Deddy Corbuzier geram.

Deddy Corbuzier tak tak habis fikir dengan sikap orang tua Dandy Mario Satrio yang membiarkan anaknya pamer barang mewah.

Secara blak-blakan, Deddy Corbuzier mengaku resah dan tidak suka dengan anak-anak yang sering pamer harta kekayaan milik orang tua mereka.

Menurutnya, sosok Dandy Mario lemah karena emosinya yang mudah tersulut karena wanita.

Baca selengkapnya di www.tribun-medan.com",2023-03-01T12:20:35Z,PT59S,150601,2220,0,100
vjT2ZMvN-zM,UCdOovgmIPfj9a-o3VP5i2_g,MerdekaDotCom,Sri Mulyani Jenguk David Korban Penganiayaan Mario Dandy hingga Koma Remuk Hati Saya,"MERDEKA.COM - Menteri Keuangan    menyempatkan diri menjenguk David Latumahina, korban penganiayaan Mario Dandy Satriyo di RS Mayapada Kuningan, Jakarta Selatan, Sabtu (25/2).

Sri Mulyani mengaku sedih melihat David yang terbaring lemah di rumah sakit.

----
#merdekadotcom

MORE VIDEOS: https://video.merdeka.com/

Produced by https://www.merdeka.com
KLN Apps ► http://www.kln.id/apps/

----
Youtube ► https://www.youtube.com/merdekacomvideonews
Vidio ► https://www.vidio.com/@merdeka
Twitter ► https://twitter.com/merdekadotcom
Facebook ► https://www.facebook.com/MDKcom
Telegram ► https://t.me/merdekacomnewsupdate",2023-02-26T06:55:12Z,PT2M14S,147614,267,0,145
aCB3PLJSKUM,UCapUP1gKtGuhEkyaaHwxlpw,CURHAT BANG Denny Sumargo,"KEAJAIBAN DAVID OZORA BANGKIT DARI KOMA‼️ ""GW DIANTAR BALIK SAMA ALM. GUS DUR"" ( MARIO DANDY)","Kalian masih inget sama kasus yang menimpa David Ozora pada tahun 2023 yang lalu?? David Ozora mengalami penganiayaan, pengeroyokan dan ancaman oleh Anak Dirjen Pajak, Mario Dandy

kasus ini pun sampai ramai di seluruh media sosial, dan banyak masyarakat yang bersimpati dan mengikuti perkembangan kasus ini, Setelah mengalami koma selama satu bulan di rumah sakit,  akhirnya david kembali sadar dan mulai beberapa latihan untuk kembali normal.

Kali ini Curhat Bang menghadirkan David Ozora untuk bercerita tentang kisah yang dia alami dan perkembangan dia setelah bangun dari Koma sampai sekarang ini, Bagaimana Kisah nya?? Saksikan Curhat Bang kali ini bersama David Ozora.

===================================

Follow me here :
Twitter : www.twitter.com/sumargodeny
Instagram : www.instagram.com/sumargodenny
Facebook Fanpage : www.fb.com/dsumargo

===================================

For Your Information:
Buat setiap Comment, Likes, Viewers, Share dan bentuk dukungan apapun dari content video ini. Saya sebagai pemilik akun Curhat Bang akan mendonasikan 10% dari AdSense melalui Instagram @DEDIKASIH.ID",2024-01-23T11:00:03Z,PT48M47S,5520731,96506,0,10937
5eKRD3U1ZH0,UCJihkOSfgpDz_HHhkb-OGLQ,Buletin iNews GTV,Beredar Video Dugaan Aksi Penganiayaan Mario Dandy Satriyo Terhadap David #BuletiniNewsPagi 24/02,"Tanggal Tayang: 24/02/2023

Program berita harian yang menyajikan berbagai peristiwa terkini secara cepat dan akurat dari seluruh Indonesia. Mengupas berbagai masalah yang tengah hangat di masyarakat, baik di bidang sosial, ekonomi, perkotaan, hingga dunia hukum dan politik. Semuanya dikemas secara mendalam, menyentuh tapi tetap kritis. 

Buletin iNews Pagi, Siang, dan Malam juga dilengkapi dengan berita-berita hiburan serta feature unik baik dari dalam dan luar negeri yang disajikan secara humanis.

Subscribe iNews Official Youtube Channel:
https://www.youtube.com/OfficialiNews

Subscribe Buletin iNews Youtube Channel:
https://www.youtube.com/GTVNewsIndonesia

Follow Our Official Twitter: https://twitter.com/gtvid_news
Check Our Official Website: https://www.inews.id
Like Our Official Facebook: https://www.facebook.com/gtvindonesianews
Follow Our Official Instagram:
https://www.instagram.com/gtvindonesia_news

Saksikan info berita terkini di:
Buletin iNews Pagi: Senin – Jumat Pukul 03.45 WIB
Buletin iNews Siang: Setiap Hari Pukul 10.30 WIB 
Buletin iNews Malam: Senin – Jumat 01.00 WIB
Buletin iNews: Senin – Jumat 12.00 | 14.00 | 00.00",2023-02-24T01:39:39Z,PT1M46S,3612435,11294,0,6214
vZ71W0xxT7s,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,Viral Curhatan Kakak Mario Dandy saat Rekening Rp 500 M Milik Ayahnya Diblokir: Saya Capek Miskin,"Baca Selengkapnya di https://video.tribunnews.com/view/570672/viral-curhatan-kakak-mario-dandy-saat-rekening-rp-500-m-milik-ayahnya-diblokir-saya-capek-miskin

TRIBUN-VIDEO.COM - Ditengah kabar PPATK memblokir puluhan rekening milik keluarga Rafael Alun Trisambodo kini viral di media sosial curhatan Cristofer Dhyaksadarma alias Masto.

Pasalnya kakak kedua Mario Dandy itu blak-blakan mengaku lelah menjadi orang miskin.

Diketahui PPATK telah membekukan total harta Rafel Alun yang menyentuh angka Rp 500 miliar.
                               
Host: Rima Anggi 
Vp: Adam Sukmana

#beritaterbaru #beritaterkini #beritaviral #live #breakingnews #mariodandy #masto #rafaelaluntrisambodo",2023-03-08T07:18:44Z,PT1M53S,2106616,3916,0,2234
