video_id,channel_id,channel_title,title,description,published_at,duration,view_count,like_count,fave_count,comment_count
F1X45plRQUo,UCdOovgmIPfj9a-o3VP5i2_g,MerdekaDotCom,MARAH! Brimob Loreng Bentak Ancam Usir Wartawan di Sidang Etik Ferdy Sambo,"MERDEKA.COM - Seorang anggota Brimob berbaju loreng terekam berteriak ke arah wartawan di lokasi peliputan sidang etik Irjen Ferdy Sambo Kamis 25 Agustus 2022

Suasana di luar sidang sempat tegang Anggota Brimob itu membentak wartawan dengan nada tinggi

Momen tersebut terjadi ketika Kadiv Humas Polri Irjen Dedi Prasetyo mempersilakan media untuk masuk ke dalam gedung guna meliput kedatangan Irjen Pol Ferdy Sambo

Kejadian itu juga sempat dilihat langsung Dedi Prasetyo dan Karopenmas Divhumas Polri, Brigjen Ahmad Ramadhan

----
#merdekadotcom

MORE VIDEOS: https://video.merdeka.com/

Produced by https://www.merdeka.com
KLN Apps ► http://www.kln.id/apps/

----
Youtube ► https://www.youtube.com/merdekacomvideonews
Vidio ► https://www.vidio.com/@merdeka
Twitter ► https://twitter.com/merdekadotcom
Facebook ► https://www.facebook.com/MDKcom
Telegram ► https://t.me/merdekacomnewsupdate",2022-08-25T12:00:13Z,PT1M28S,65444,292,0,814
LjhQY3gZc7g,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,"Tatapan Tajam Bharada E Dengar Kesaksian Ferdy Sambo, Sampai Gelengkan Kepala","TRIBUN-MEDAN.Com, Bharada E menatap dengan tajam Ferdy Sambo saat memberikan kesaksian terkait penembakan Brigadir J.

Bharada E tampak menggelengkan kepala mendengar keterangan yang disampaikan oleh mantan atasannya itu.

Hal tersebut terjadi saat sidang lanjutan kasus pembunuhan Brigadir J dengan Ferdy Sambo sebagai saksi untuk terdakwa Bharada E, Bripka RR, dan Kuat Ma’ruf pada Rabu (7/12/2022).

Bharada E mengatakan bahwa perintah yang diberikan Ferdy Sambo adalah 'tembak'.

Baca selengkapnya di www.tribun-medan.com : https://medan.tribunnews.com/2022/12/08/tatapan-tajam-bharada-e-dengar-kesaksian-ferdy-sambo-sampai-gelengkan-kepala",2022-12-08T00:09:52Z,PT1M51S,64865,260,0,120
gVF1gxqTkHQ,UCSV7FgMcSdOWxeSCYCD3UOA,Warta Kota Production,Bripka Ricky Rizal Siap Berhadapan dengan Ferdy Sambo,"#shorts 
Bongkar Kasus Brigadir J, Bripka Ricky Rizal Siap Berhadapan dengan Ferdy Sambo

BACA SELENGKAPNYA: https://wartakota.tribunnews.com/2022/09/15/bongkar-kasus-brigadir-j-bripka-ricky-rizal-siap-berhadapan-dengan-ferdy-sambo.

WARTAKOTALIVE.COM, JAKARTA - Siap bongkar kasus kematian Brigadir J, Bripka Ricky Rizal mengaku siap berhadap-hadapan langsung dengan Ferdy Sambo di pengadilan.

Kesiapan Bripka Ricky Rizal berhadapan langsung dengan Ferdy Sambo diungkapkan Erman Umar.

Erman Umar mengatakan bahwa tidak ada ketakutan Bripka Ricky Rizal saat mendengar nama Ferdy Sambo.

Namun, Bripka Ricky Rizal tidak menampik masih alami ketakutan bertemu langsung dengan sosok Ferdy Sambo yang tegas dan keras.

#BripkaRickyRizal #FerdySambo #KasusBrigadirJ

Sumber: Youtube Kompas TV
Penulis & VO: Desy Selviany
Editor Video: udinudin",2022-09-15T09:44:34Z,PT59S,62224,244,0,28
ZPCp_t4i5f8,UCK6c4qk3hRaa6fMIEZrhiXQ,Tribun Timur,Hakim yang Jatuhkan Vonis Mati ke Ferdy Sambo Gagal Lolos Hakim Agung,"Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru

Hakim yang Jatuhkan Vonis Mati ke Ferdy Sambo Gagal Lolos Hakim Agung

TRIBUN-TIMUR.COM - Alimin Ribut Sujono menjadi salah satu calon hakim Agung RI yang sudah masuk ke tahap Uji Kelayakan-Kepatutan di DPR RI. 

Dari 16 kandidat yang mengikuti proses tersebut, sosok Alimin Ribut disorot lantaran ditanya perihal hukuman mati mantan Kadiv Propam Polri Ferdy Sambo. 

Diketahui Ferdy Sambo sempat dijatuhi hukuman mati saat di Pengadilan Negeri Jakarta Selatan. 

Namun demikian Ferdy Sambo mengajukan kasasi di Mahkamah Agung dan hukumannya turun menjadi hukuman seumur hidup.

Anggota DPR RI Benny K Harman dalam uji kelayakan dan kepatutan sempat menyindir Alimin Ribut sebagai hakim yang memiliki kewenangan seperti Tuhan lantaran berani menjauhi vonis hukuman mati kepada Ferdy Sambo saat di Pengadilan Negeri Jakarta Selatan.

Saat itu Alimin menjadi hakim anggota di vonis mati Ferdy Sambo.

Pada Selasa (16/9/2025) Komisi III DPR RI pun sudah mengeluarkan hasil dari uji kelayakan dan kepatutan. 

Hasilnya, Alimin Ribut tidak lolos sebagai calon hakim Mahkamah Agung (MA). (*) 

Editor Video: A. Syahrul Khair
Naskah: Nur Fajriani R
Narator: Nur Fajriani R
Sumber: TVR Parlemen

#tribunviral​ #tribunvideo​ #videoviraltribun​ #news #tribuntimur #tribunvideoviral 

(TRIBUN-TIMUR.COM)

Update info terkini via http://tribun-timur.com/

Follow dan like fanpage Facebook http://bit.ly/FBTribunTimurMks
YouTube business inquiries: 081144407111
Follow akun Instagram http://bit.ly/IGTribunTimur
Follow akun Twitter http://bit.ly/twitterTribunTimur",2025-09-17T15:26:06Z,PT1M50S,61851,63,0,50
SgIR_eBY-3A,UCVWNW-N7eDOVNx3SIakxkGg,Short News,Penumpang Gelap Ferdy Sambo,,2022-08-22T08:51:17Z,PT24S,60824,330,0,31
HHfGGMe8-xw,UCPhWauyGmombVZb5VRp4wLA,tribunjabar video,"Ferdy Sambo Rancang Pembunuhan Di Magelang, Sejam Sebelum Eksekusi Brigadir J, Sambo Kontak Putri","Penyidik tim khusus dari Bareskrim Polri menyebut, bahwa rencana pembunuhan kepada Brigadir J telah direncanakan Irjen Ferdy Sambo sejak di Magelang, Jawa Tengah. Rencana pembunuhan itu dibuat seusai sang istri mengaku mendapat perlakuan yang melukai harkat dan martabat keluarganya. 
Sejam sebelum mengeksekusi Brigadir J antara Irjen Ferdy dan istrinya melakukan komunikasi di rumah pribadinya.

Fakta ini didapat saat pemeriksaan perdana Irjen Ferdy Sambo sebagai tersangka di Mako Brimob Kelapa Dua, Depok, Kamis (11/8/2022). Direktur Tindak Pidana Umum (Dirtipidum) Bareskrim Polri, Brigjen Andi Rian Djajadi pun memberikan penjelasan. Saat pemeriksaan, tersangka Ferdy Sambo mengungkapkan, bahwa niat pembunuhan terhadap Brigadir J sudah direncanakan saat keluarga berada di Magelang.

Host: Tini Afshin | Video Editor: Oki Priyana

MEDIA SOCIAL & WEB Official 
Website  : https://jabar.tribunnews.com/ 
Instagram : https://www.instagram.com/tribunjabar
Twitter  : https://twitter.com/tribunjabar
Facebook : https://www.facebook.com/tribunjabar

#tribunjabarvideo  #ferdysamborancangpembunuhandimagelang  #sejamsebelumeksekusibrigadirjkontakputri",2022-08-15T09:26:48Z,PT1M,60607,457,0,33
MZ6WqAU2oPk,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Kapolri Buka Suara Teka-teki Kasus 'Ferdy Sambo Jilid II', Motif Brigadir Nurhadi Dibunuh 2 Atasan","Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru

TRIBUN-VIDEO.COM - Kapolri Jenderal Listyo Sigit Prabowo buka suara soal kasus tewasnya Brigadir Nurhadi yang diduga dibunuh oleh dua atasannya.

“Apabila terbukti, proses, pecat, dipidanakan,” kata Kapolri di Jakarta, dikutip dari Antaranews, Jumat (11/7/2025).

“Saya kira dari dulu kami tidak pernah berubah, konsisten terkait dengan anggota yang melanggar,” ujarnya menegaskan. (Tribun-Video.com)

Artikel ini telah tayang di Kompas.com dengan judul ""Kasus Kematian Brigadir Nurhadi, Kapolri: Jika Terbukti Proses, Pecat, Dipidanakan"", 

https://nasional.kompas.com/read/2025/07/11/11213771/kasus-kematian-brigadir-nurhadi-kapolri-jika-terbukti-proses-pecat.

Program: Tribunnews Update
Host: Nila Irda
Editor: Okwida Kris Imawan Indra Cahaya
Uploader: Radifan Setiawan",2025-07-11T13:24:51Z,PT2M17S,58839,141,0,130
tpw0fbh0qmw,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,Terungkap! Ini Alasan Ferdy Sambo Buat Skenario Tembak-Menembak dalam Pembunuhan Yosua,"JAKARTA, KOMPAS.TV  Terdakwa Ferdy Sambo mengungkap alasan dirinya akhirnya membuat skenario terkait pembunuhan Brigadir Yosua pada 8 Juli 2022.

Sambo menjelaskan bahwa ketika di rumah Duren Tiga dirinya bertanya kepada Yosua terkait peristiwa di rumah Magelang.

Namun Sambo mengaku bahwa dirinya mendapat jawaban tak mengenakkan dari Yosua. Hingga akhirnya Sambo memberi perintah kepada Richard Eliezer untuk menembak Yosua.

Baca Juga [FULL] Penasihat Hukum Tanya Ferdy Sambo soal Tanggung Jawab Masa Depan Eliezer hingga soal CCTV! di https://www.kompas.tv/article/356150/full-penasihat-hukum-tanya-ferdy-sambo-soal-tanggung-jawab-masa-depan-eliezer-hingga-soal-cctv

Saat Yosua sudah jatuh, Sambo mengaku panik dan terlintas skenario tembak-menembak.

Hal ini disampaikan Ferdy Sambo saat memberikan kesaksian dalam sidang pemeriksaan dengan terdakwa Richard Eliezer, Kuat Maruf dan Ricky Rizal di Pengadilan Negeri Jakarta Selatan pada Rabu (7/12/2022)

Video Editor: Lintang Amiluhur

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/356480/terungkap-ini-alasan-ferdy-sambo-buat-skenario-tembak-menembak-dalam-pembunuhan-yosua",2022-12-08T10:27:52Z,PT1M3S,58620,254,0,55
zcnK6XOeliY,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,Ferdy Sambo Divonis Hukuman Mati,"JAKARTA, KOMPAS.TV Hari ini, 13 Februari 2023 Majelis Hakim membacakan vonis kepada Ferdy Sambo dalam kasus pembunuhan Brigadir Yosua Hutabarat.

Majelis Hakim menjatuhkan vonis hukuman mati untuk Ferdy Sambo. Majelis hakim menilai tidak ada hal yang bisa meringankan Ferdy Sambo dalam kasus ini. ""Menjatuhkan pidana kepada terdakwa tersebut oleh karena itu dengan pidana, mati!"" ujar Majelis Hakim.

Hal ini disampaikan Majelis Hakim dalam sidang pembacaan vonis untuk terdakwa Ferdy Sambo di PN Jakarta Selatan pada 13 Februari 2023.

Vonis ini lebih berat dari pada tuntutan yang dijatuhkan oleh Jaksa Penuntut Umum.

Sebelumnya, Ferdy Sambo dituntut seumur hidup oleh Jaksa Penuntut Umum.

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/378040/ferdy-sambo-divonis-hukuman-mati",2023-02-13T09:15:21Z,PT1M57S,57769,517,0,178
e_jTjova0NA,UCQA6NejSxQguRkD3L8eXHzA,IDX CHANNEL,"Pasca Vonis Mati Ferdy Sambo, Hotman Paris Kritik Ketentuan Hukuman Mati dalam KUHP Baru  #hotman",,2023-02-15T05:50:49Z,PT56S,58526,885,0,90
Rh7Qkn6dZtA,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,Rekaman CCTV Ferdy Sambo Jatuhkan Pistol sebelum Eksekusi Brigadir J,"https://medan.tribunnews.com/2022/11/29/cctv-ferdy-sambo-eksekusi-brigadir-j-ajudan-dan-art-panik-berhamburan

TRIBUN-MEDAN.COM - Rekaman CCTV saat Ferdy Sambo menjatuhkan pistol di Kompleks Duren Tiga diperlihatkan dalam sidang di PN Jakarta Selatan, 28 November 2022.

Dari tayangan CCTV, ajudan Ferdy Sambo bernama Adzan Romer tiba-tiba lari ke arah Ferdy Sambo.

Tak terlihat jelas pistol yang dijatuhkan Ferdy Sambo karena jangkauan CCTV tertutup mobil namun para ajudan tampak panik saat Ferdy Sambo masuk rumah.

Adzan Romer dan ART bernama Kodir lari masuk-keluar rumah, kepanikan ajudan diperkirakan adalah momen Ferdy Sambo mengeksekusi Brigadir J di dalam rumah.

Tak berselang lama, mobil yang membawa Putri Candrawathi meninggalkan rumah Duren Tiga.

Rekaman CCTV ini tidak mendapat dukungan visual lain di dalam rumah Duren Tiga karena sudah dirusak.",2022-11-29T04:45:11Z,PT59S,56868,538,0,17
MSFwFQLXqok,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,Alasan Kasus Penembakan di Rumah Ferdy Sambo Dilimpahkan ke Polda Metro Jaya,"JAKARTA, KOMPAS TV  Kepolisian melimpahkan proses penyidikan kasus penembakan Brigadir Yoshua atau Brigadir J di rumah Irjen Ferdy Sambo ke Polda Metro Jaya.

Sebelumnya, kasus tersebut diproses di Polres Jakarta Selatan. Keputusan tersebut diambil menimbang ketersediaan penyidik yang lebih berpengalaman.

""Polda Metro Jaya, penyidiknya lebih banyak berpengalaman. Sarana dan prasarananya jauh lebih lengkap,"" ujar Kadiv Humas Polri Irjen Dedi Prasetyo, Selasa (19/7).

Baca Juga Kasus Polisi Tembak Polisi Naik ke Penyidikan Pasca Irjen Ferdy Sambo Dinonaktifkan! di https://www.kompas.tv/article/310793/kasus-polisi-tembak-polisi-naik-ke-penyidikan-pasca-irjen-ferdy-sambo-dinonaktifkan

Saat ditanya soal kemungkinan ada pengaruh hubungan baik antara Kapolda Metro Jaya Irjen Fadil Imran dan Ferdy Sambo, Kadiv Humas sebut penyidik akan bekerja profesional.

""Penyidik ini memiliki kode etik profesi, ini menyangkut masalah trust. Ketika penyidik mencoba tidak profesional, dia bisa dituntut juga,"" ucap Dedi.

Sebelumnya, beberapa hari setelah kasus penembakan terkuak, Kapolda Metro Jaya tampak hampiri Irjen Ferdy Sambo .

Dalam video yang beredar, tampak keduanya berpelukan erat. Bahkan, Ferdy Sambo menangis di pelukan Kapolda.

""Kejadian antara Kapolda dan Ferdy Sambo secara personal, hanya empati saja,"" ucap Dedi.

""Tapi pada proses penyidikan kan enggak bisa dicampuradukkan,"" lanjutnya.

Jika Polda Metro Jaya merasa perlu ada pemeriksaan lebih lanjut pada Irjen Ferdy Sambo, maka pemeriksaan akan dilakukan.

Video Editor: Febi Ramdani

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/310908/alasan-kasus-penembakan-di-rumah-ferdy-sambo-dilimpahkan-ke-polda-metro-jaya",2022-07-20T00:37:48Z,PT2M43S,55184,253,0,359
40AkZP01JAQ,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,Tanggapan Mahfud MD soal MA Ubah Hukuman Ferdy Sambo,"Menteri Koordinator Bidang Politik, Hukum dan Keamanan RI, Mahfud MD mengatakan jika keputusan MA dalam memberikan kasasi pada kasus Ferdy Sambo sudah final. Menurutnya, keputusan itu harus ditegakkan dan tidak boleh ada permainan lagi untuk meringankan Sambo.

Simak selengkapnya dalam video berikut!

Penulis Naskah: Bernadetha Nadia Deni Ananda
Narator : Bernadetha Nadia Deni Ananda
Video Editor: Lutfiansyah Aditya Vanjalu
Produser: Monica Arum

Musik: Future Glider - Brian Bolger

#MahfudMD #FerdySambo #HukumanFerdySambo #KeputusanMASoalHukumanFS #JernihkanHarapan


Artikel ini bisa dilihat di : https://video.kompas.com/watch/794592/tanggapan-mahfud-md-soal-ma-ganti-hukuman-ferdy-sambo",2023-08-09T14:33:18Z,PT46S,54413,695,0,86
psPfhEvXFUI,UCoSkllfpgmFHtbVK835QaQg,Official iNews,Profil Irjen Ferdy Sambo #iNewsPagi 10/08,"Tanggal Tayang: 10/08/2022

Dapatkan sajian berita-berita liputan langsung dari lapangan dan peristiwa terkini secara cepat dan akurat dari seluruh Indonesia. Baca berita-berita terpopuler di sini:

iNews https://www.inews.id 
Okezone https://www.okezone.com 
Sindonews https://www.sindonews.com 
IDX Channel https://www.idxchannel.com 
Celebrities https://www.celebrities.id 
Sporstars https://www.sportstars.id 

Jangan lewatkan juga berbagai program talk show yang mengupas berbagai masalah yang tengah hangat di masyarakat, baik di bidang sosial, ekonomi, hingga dunia hukum dan politik. Semuanya dikemas secara apik, mendalam, menyentuh dan tetap kritis. 

Subscribe iNews Official Youtube Channel https://www.youtube.com/OfficialiNews
Follow our Official TikTok https://www.tiktok.com/@officialinews
Follow our Official Twitter https://twitter.com/OfficialiNewsTV
Like our Official Facebook https://www.facebook.com/OfficialiNews
Follow our Official Instagram https://www.instagram.com/officialiNews

#iNews #News #Berita",2022-08-10T04:30:32Z,PT52S,54116,176,0,23
hDfQz8FGvTY,UCKII0Ml9S5wneKbHswmUrIQ,CNN Indonesia,Ferdy Sambo Berikan Kesaksian di Sidang Bharada E,"Terdakwa kasus dugaan pembunuhan berencana sekaligus mantan Kadiv Propam Polri Ferdy Sambo memberi kesaksian di sidang kasus pembunuhan berencana terhadap Nofriansyah Yosua Hutabarat alias Brigadir J di Pengadilan Negeri (PN) Jakarta Selatan hari ini, Rabu (07/12/2022).

Ia bersaksi untuk terdakwa Bharada Richard Eliezer (Bharada E), Bripka Ricky Rizal (Bripka RR) dan Kuat Ma'ruf.

Website: www.cnnindonesia.com
Facebook: https://m.facebook.com/CNNIndonesia/
Instagram: https://instagram.com/cnnindonesiatv
Twitter: https://twitter.com/cnniddaily
TikTok: https://www.tiktok.com/@cnnindonesia
Spotify: CNN Indonesia",2022-12-07T06:47:35Z,PT1H5M26S,53643,549,0,193
0RITThf59PY,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,"HAKIM FERDY SAMBO AKUI Pernah Ditawari Uang, Benny : Berapa?","Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru

TRIBUN-MEDAN.COM - Anggota Komisi III DPR RI, Benny Kabur Harman, mencecar hakim yang turut menjatuhkan pidana mati kepada eks Kadiv Propam Polri Ferdy Sambo yakni Alimin Ribut Sujono.

 Peristiwa ini terjadi saat Alimin menjalani fit and proper test calon hakim agung di Komisi III DPR RI. 

Editor Video : Gita Nadia Putri br Tarigan

Bergabung dengan channel ini untuk mendapatkan akses ke berbagai keuntungan:
https://www.youtube.com/channel/UCwFc1bMj5KFxX8BJ1wBRuzw/join

Baca selengkapnya di www.tribun-medan.com

#TribunMedan",2025-09-12T04:54:38Z,PT2M55S,88106,987,0,118
_opou0WU6DA,UCB1fvlA5xmLJ0tZblpoTuaQ,VIVA.CO.ID,"Sumber Rekening 'Gendut' Ferdy Sambo, Peras Miliaran Pakai Iming-iming Ini","VIVA - Kuasa hukum keluarga Brigadir J, Kamaruddin Simanjuntak membongkar kelicikan Ferdy Sambo demi menambah pundi-pundi kekayaan. Hal itu disampaikan berdasarkan pengakuan seorang Brigadir Jenderal Polisi kepadanya. (RP-DRP-SW) #VIVAnewsdaily

Baca berita terbaru, terkini dan terpopuler disini https://www.viva.co.id/",2022-09-18T08:00:12Z,PT1M5S,52160,301,0,128
k1oaw0kjEIQ,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,"Viral Foto Ferdy Sambo di Rumah dan Tidak Ditahan, Bagaimana Faktanya?","Unggahan yang menampilkan foto terdakwa kasus pembunuhan Brigadir Nofriansyah Yosua Hutabarat, Ferdy Sambo, tampak seperti di rumah, beredar di media sosial.
Saat dikonfirmasi, Kepala Pusat Penerangan Hukum Kejaksaan Agung (Kapuspenkum Kejagung) Ketut Sumedana mengatakan, Ferdy Sambo berada di Mako Brimob.
""Perkaranya sudah di kasasi, kewenangan penahanan secara yuridis oleh Mahkamah Agung (MA),"" ujar Ketut kepada Kompas.com, Kamis (13/7/2023).
Pengacara Ferdy Sambo, Arman Hanis, juga membantah bahwa kliennya keluar dari rutan dan tinggal di rumah.
Video Editor: Ricky Arista
Produser: Nibras Nada Nailufar
__________
*  #FerdySambo #BrigadirJ #MakoBrimob #Bebas #VideoKompas #JernihMelihatDunia


Artikel ini bisa dilihat di : https://video.kompas.com/watch/728499/viral-foto-ferdy-sambo-di-rumah-dan-tidak-ditahan-bagaimana-faktanya-",2023-07-14T07:58:50Z,PT52S,52637,524,0,103
HbvuJDKz0f8,UC-ky0ON5vuB41a-BIHNhMuw,KOMPASTV SUKABUMI,[FULL] Hakim Cecar Ferdy Sambo di Sidang Pemeriksaan Terdakwa Terkait Hal Ini,"JAKARTA, KOMPAS.TV  Terdakwa Ferdy Sambo beri kesaksian dalam sidang pemeriksaan terdakwa pembunuhan berencana Yosua di Pengadilan Negeri Jakarta Selatan pada Selasa (10/1)

Dalam kesempatan itu, Sambo menceritakan kembali kronologi penembakan dan saat beri perintah tembak kepada Richard Eliezer.

Baca Juga Momen Ferdy Sambo dan Putri Candrawathi Menangis Saat di Persidangan Pemeriksaan Terdakwa di https://www.kompas.tv/article/368042/...

Hakim sempat mencecar Ferdy Sambo terkait perintah saat di rumah Saguling dan saat perintah hajar chard saat kejadian

Sahabat Kompas TV Sukabumi! Jangan lupa like, comment, dan subscribe channel YouTube Kompas TV Sukabumi, juga aktifkan lonceng notifikasi agar tidak ketinggalan update mengenai isu-isu terkini di Indonesia.

Jangan lewatkan live streaming Kompas TV 24 jam non stop di https://www.kompas.tv/live.

Sosial Media Kompas TV Sukabumi:
YouTube : https://www.youtube.com/c/KompasTVSukabumi/videos
Instagram : https://www.instagram.com/kompastvsukabumi
Facebook : https://www.facebook.com/redaksikompastvsukabumi
Twitter : @ktvsukabumi",2023-01-14T18:15:30Z,PT1H42M1S,52904,216,0,61
ZFH-VVJUOSk,UCzl0OrB3-ehunyotIQvK77A,METRO TV ,Ferdy Sambo Tiba di PN Jakarta Selatan #shorts,"MetroTV, Terdakwa kasus pembunuhan Brigadir J, Ferdy Sambo tiba di Pengadilan Negeri Jakarta Selatan (PN Jaksel). Dengan mengenakan baju batik, Ferdy Sambo dikawal ketat sejumlah anggata Brimob bersenjata. 

Pengadilan Negeri Jakarta Selatan menggelar sidang perdana terdakwa Ferdy Sambo Cs. Sidang dugaan pembunuhan berencana terhadap Brigadir J digelar di ruang sidang utama Profesor Haji Umar Seno Adji hari ini, Senin (17/10/2022).

Dalam sidang perdana ini ada empat terdakwa yang akan menjalani sidang oleh majelis hakim. Sidang dipimpin oleh Wahyu Iman Santoso dengan dua anggota lainnya yakni Morgan Simanjutak, dan Alimin Ribut Sujono. 

Agenda sidang perdana adalah pembacaan dakwaan oleh jaksa penuntut umum (JPU). Ferdy Sambo didakwa secara kumulatif oleh JPU, yakni dakwaan pertama pasal 340 KUHP tentang pembunuhan berencana dan pasal 49 UU ITE terkait obstruction of justice atau menghalang-halangi proses hukum.

#Metrotv 
#sidangferdysambo  
#sidang  
#sambo",2022-10-17T03:16:57Z,PT54S,52119,617,0,49
rkiXvzfuu5k,UCB1fvlA5xmLJ0tZblpoTuaQ,VIVA.CO.ID,"Bibir Gak Santai Parodikan ART Ferdy Sambo, Wanita Ini Bikin Perut Mules","VIVA - Keterangan Susi ART Ferdy Sambo sebagai saksi dalam persidangan pembunuhan berencana Brigadir J dengan terdakwa Bharada E beberapa waktu lalu jadi sorotan. Jawabannya yang serba tidak tahu membuat hakim dan khalayak ramai geram. Rupanya, hal itu menginspirasi seseorang untuk membuat video parodi saat Susi sedang menjadi saksi. (RP-RD-SW) #VIVAnewsdaily

Baca berita terbaru, terkini dan terpopuler disini https://www.viva.co.id/",2022-11-06T07:30:07Z,PT2M6S,51745,319,0,61
vEUzg9hsrKE,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,Pakar Hukum Yakin Ferdy Sambo akan Dapat Tuntutan Hukuman Mati,"BACA SELENGKAPNYA https://video.tribunnews.com/view/466503/pakar-hukum-yakin-ferdy-sambo-akan-dapat-tuntutan-hukuman-mati

TRIBUN-VIDEO.COM - Pakar hukum Universitas Jenderal Soedirman Hibnu Nugroho meyakini Ferdy Sambo akan dituntut hukuman seumur hidup atau bahkan hukuman mati karena menjadi otak pembunuhan Brigadir J. 

Hibnu mengatakan, bahwa kasus Ferdy Sambo sudah menjadi perhatian semua mata masyarakat Indonesia.

VP: Ghozi Luthfi

#brigadirj #penembakanpolisi #irjenferdysambo #ferdysambo  #beritapopuler #beritaterkini #beritaterbaru #beritahariini #polisi #penembakan #metrojaya #penembakanbrigadirj #kejagung 
#kasusbrigadirj #bharadae #komnasham #kamaruddinsimanjuntak #ajudan #polisitembakpolisi #kombesbudi #kasusdurentiga #tersangka #kerajaansambo #sambopolri #sambodipecat #sidangkodeetik #putricandrawathi",2022-10-06T08:51:51Z,PT52S,51532,690,0,36
oW0fv80VFzc,UCB1fvlA5xmLJ0tZblpoTuaQ,VIVA.CO.ID,Murka! Ferdy Sambo 'Kecolongan' Ketika CCTV di Tangan Polres Jaksel,"VIVA - Dalam pembacaan surat dakwaan di persidangan Ferdy Sambo Senin, 17 Oktober 2022 jaksa mengungkap jika Ferdy Sambo sempat marah terhadap anak buahnya terkait DVR atau rekaman CCTV sekitaran rumah yang menjadi TKP pembunuhan Brigadir J. (RP-RN-SW) #VIVAnewsdaily

Baca berita terbaru, terkini dan terpopuler disini https://www.viva.co.id/",2022-10-17T08:30:08Z,PT1M37S,51255,297,0,95
xYPIaWXMUmg,UCoSkllfpgmFHtbVK835QaQg,Official iNews,Anak Ferdy Sambo Jadi Korban 'Bully' #BreakingNews 28/08,"Tanggal Tayang: 28/08/2022

Dapatkan sajian berita-berita liputan langsung dari lapangan dan peristiwa terkini secara cepat dan akurat dari seluruh Indonesia. Baca berita-berita terpopuler di sini:

iNews https://www.inews.id 
Okezone https://www.okezone.com 
Sindonews https://www.sindonews.com 
IDX Channel https://www.idxchannel.com 
Celebrities https://www.celebrities.id 
Sporstars https://www.sportstars.id 

Jangan lewatkan juga berbagai program talk show yang mengupas berbagai masalah yang tengah hangat di masyarakat, baik di bidang sosial, ekonomi, hingga dunia hukum dan politik. Semuanya dikemas secara apik, mendalam, menyentuh dan tetap kritis. 

Subscribe iNews Official Youtube Channel https://www.youtube.com/OfficialiNews
Follow our Official TikTok https://www.tiktok.com/@officialinews
Follow our Official Twitter https://twitter.com/OfficialiNewsTV
Like our Official Facebook https://www.facebook.com/OfficialiNews
Follow our Official Instagram https://www.instagram.com/officialiNews

#iNews #News #Berita",2022-08-29T03:47:46Z,PT2M22S,51231,233,0,248
4wt_OUqu0lg,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,"PROFIL JENDERAL AHMAD DOFIRI, Pernah Pecat Ferdy Sambo❗","Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru

TRIBUN-MEDAN.COM - Komjen Pol (Purn) Ahmad Dofiri dilantik menjadi Penasehat Khusus Presiden Bidang Keamanan dan Ketertiban Masyarakat dan Reformasi Kepolisian.

Ia dilantik langsung oleh Presiden Prabowo Subianto di Istana Kepresidenan, Jakarta pada Rabu (17/9/2025).

Sebelum dilantik menjadi Penasehat Khusus Presiden, Dofiri baru saja pensiun dari Polri dengan jabatan terakhir sebagai Wakapolri.

Berikut profil Ahmad Dofiri yang dilantik jadi Penasehat Khusus Presiden.

Editor Video : M Andimaz Kahfi

Bergabung dengan channel ini untuk mendapatkan akses ke berbagai keuntungan:
https://www.youtube.com/channel/UCwFc1bMj5KFxX8BJ1wBRuzw/join

Baca selengkapnya di www.tribun-medan.com

#TribunMedan #ahmaddofiri #penasehatkhususpresiden",2025-09-17T15:50:01Z,PT3M5S,50586,286,0,49
