video_id,channel_id,channel_title,title,description,published_at,duration,view_count,like_count,fave_count,comment_count
yqZ89O0Vm1w,UCB1fvlA5xmLJ0tZblpoTuaQ,VIVA.CO.ID,Misteri Rekaman CCTV Pembunuhan Vina Cirebon Disebar Hacker?,"VIVA - Misteri rekaman CCTV di Jalan Layang Talun, Cirebon menampilkan detik-detik pembunuhan Vina dan Eky. Rekaman CCTV ini disebarkan oleh akun TikTok diduga milik hacker @anonymous. 

Rekaman CCTV itu menurut kuasa hukum Hotman Paris bisa dijadikan alat bukti meski dinilai lemah dan harus melalui uji digital forensik. Lantas bagaimana menurut pendapat para pakar? #VIVAnewsdaily

[RK-DA] {NAT}

Reporter : -
Kontributor : -

Baca berita terbaru, terkini dan terpopuler disini https://www.viva.co.id/",2024-06-03T07:07:48Z,PT2M1S,1627690,9315,0,1996
wH7GxWu61kA,UC5A_pdnOOcMsaBzFAHiTMLg,Cumicumi,"5 Terawangan Kasus Kematian Vina Cirebon, Ahli Tarot Bongkar Otak Pelaku  | CUMI TOP V","Misteri kematian vina remaja berusia 16 tahun asal cirebon berhasil menyita perhatian publik usai kisah nyatanya diangkat menjadi sebuah film layar lebar indonesia yang berjudul vina sebelum tujuh hari. Seperti diketahui vina merupakan salah satu korban pembantaian dari sekelompok geng motor yang ada di cirebon. Meski peristiwa naas tersebut terjadi di tahun 2016 silam hingga saat ini vina belum mendapat keadilan lantaran otak pelaku belum mendapat hukuman setimpal. Dan dalam kesempatan ini ahli tarot velline ratu ayu akan menerawang teka teki kematian vina dan mengungkap otak pelaku yang tega melakukan perbuatan keji tersebut. Maka inilah 5 terawangan kasus kematian vina cirebon versi cumi top v.

#kasusvina #vellineratuayu #cumicumidotcom

---

---

For Business Inquiries/Endorsement contact : business@creativeindigo.net

Kumpulan video berita gosip terlengkap, terhangat dan terbaru hari ini seputar selebritis Indonesia
Official Website: http://www.cumicumi.com/

Follow us on social media
Facebook: http://www.facebook.com/CumiCumiDotCom
Instagram: https://www.instagram.com/cumicumi.com_insta/
Twitter: https://twitter.com/indigo_cumicumi
WA Channel : https://whatsapp.com/channel/0029VaHOngNKmCPGtw8oLQ2u",2024-05-20T03:41:31Z,PT9M5S,1349204,8566,0,1814
5E_xbhQD8aM,UCOM121kpAk0e_bRs1JBPSZA,MAS PENO OFFICIAL ,NETIZEN MEMANG KEREN #vina #cirebon,,2024-05-24T07:01:45Z,PT10S,1164486,12807,0,831
TTn8Z6soOMg,UC1JFZ2XjYBefQSklAIzvaIg,Dewi Aja [ IQSIDEWA],#vina #cirebon #pegisetiawan #kdm #dedimulyadi #polisi #polri #hukum #justice #movie #film,,2024-07-01T04:30:57Z,PT1M1S,1105822,19764,0,1600
4QoTHjMj2LU,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Terkuak Keberadaan Linda Sahabat Vina Cirebon, Tim Hotman Paris Sebut akan Muncul dan Bongkar Kasus","TRIBUN-VIDEO.COM - Akhirnya terkuak keberadaan dan kondisi Marlinda Putri atau Linda sahabat Vina Cirebon.

Ternyata, selama ini Linda tidak pernah menghilang, menghindar dalam kasus pembunuhan Vina seperti isu yang beredar.

Kuasa hukum keluarga Vina, Putri Maya Rumanti mengatakan Linda akan muncul segera untuk membongkar fakta kematian Vina.

Putri yang juga selaku tim Hotman Paris ini membongkar, bagaiman kondisi Linda saat ini.

Sekarang, kondisi Linda sedang terguncang dan butuh waktu untuk tampil ke masyarakat.

“Dia butuh waktu untuk muncul,"" ungkap Putri.

Pasalnya, Linda sudah memiliki suami dan harus menjaga nama baiknya.

Kini, pihak kuasa hukum juga tengah mengupayakan agar Linda mendapat perlindungan dari LPSK.

(Tribun-Video.com/TribunnewsBogor.com)

Artikel ini telah tayang di TribunnewsBogor.com dengan judul Akhirnya Keberadaan Linda Terbongkar, Tim Hotman Paris Beberkan Kondisi Sahabat Vina Cirebon, https://bogor.tribunnews.com/2024/05/26/akhirnya-keberadaan-linda-terbongkar-tim-hotman-paris-beberkan-kondisi-sahabat-vina-cirebon?page=all.
Penulis: tsaniyah faidah | Editor: khairunnisa

Host: Nina Agustina
VP: Muna Salsabila",2024-05-26T06:31:19Z,PT45S,946809,8653,0,284
CqPcE7CGGm0,UCa4lm2u_G_OAo47Jtub5WPA,BANG_Nauval digital official,ini film Vina Cirebon #vina #bioskop #gakpakelama,,2024-05-28T14:29:36Z,PT22S,1699043,18619,0,564
2l8PyOBzsHY,UCSqLcfXiAZs6rGMqAgkxZlQ,Bangka Pos Official,Nayla Pemeran Vina Cirebon Alami Hal Aneh saat Datangi Kuburan Korban dan Bertemu Sang Nenek,"Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru.

BANGKAPOS.COM - Nayla Pemeran Vina Cirebon Alami Hal Aneh saat Datangi Kuburan Korban dan Bertemu Sang Nenek




VP : Ryedik
.
.
.


Subscribe now for more Bangka Pos videos: 
https://www.youtube.com/bangkaposofficial?sub_confirmation=1

Like Bangka Pos on Facebook:
https://www.facebook.com/bangkapos

Do You Have Instagram, follow us:
https://www.instagram.com/bangkapos_",2024-05-17T04:32:06Z,PT1M,822111,22881,0,238
fJFpmSHWRxQ,UCWaj1tIlm4BXL5LDMvlh4Ng,SATELIT MISTERI,FULL KRONOLOGI KISAH TEW4SNYA VINA CIREBON KORBAN PEMERKAOSAN 11 GENG MOTOR,"KRONOLOGI VINA CIREBON KORBAN GENG MOTOR SEBELUM MENJELANG 7 HARI - Malam itu tepat pukul 11 Malam Pada tgl  27 Agustus 2016, ketika Ridwan akan menutup usahanya. Dari kejauhan dia melihat banyak warga yang  sedang ramai di sekitar jembatan Talun. Yang diketahui Ridwan pada malam itu, mengatakan ada penemuan mayat remaja di sekitar jembatan tersebut. Ridwan yang Nanggung dari sana pun ikut menyaksikan proses evakuasi korban yang tidak dikenal. Ternyata dari dua mayat remaja yang ditemukan oleh warga, adalah seorang pria dan satu seorang wanita. Warga yang bertanya-tanya apa yang sebenarnya terjadi. Dugaan awal mereka dikala itu adalah kecelakaan tunggal. untuk kisah selengkapnya simak videonya diatas ya.
#vinacirebon
#kasusvina 
#kisahmisteri 
#kisahnyata 
#premanpensiun 
#kisahkesaktian 
#carokmadura 
#dakwahislam 
#premanpensiun9 
#premanandjimaharaj 
#kisahwaliallah

 ______________________________________________
🛑Cuplikan video atau gambar Dalam Cerita ini Hanyalah ilustrasi Dan pengunaan wajar, Apabila ada masalah terkait hak cipta bisa hubungi kontak: satelitmisteri@gmail.com
______________________________________________

Salam Misteri...",2024-06-02T11:39:13Z,PT15M52S,787522,3627,0,391
XYkoA0UUufE,UCNm0lbvHp2XyNcEspTKpJhQ,Kamar JERI,MISTERI VINA DAN EKY CIREBON YANG BANYAK KEBOHONGAN ?,"Beli GENLABS : https://www.tokopedia.com/genlabsofficial

Business inquiries : +6282219111198 (Noval)
Email : KamarJeriOfficial86@gmail.com

Instagram : https://www.instagram.com/jeritaufik08
Jeri Taufik Music : https://www.youtube.com/JeriProduction
Twitter : https://twitter.com/JeriTaufik_


Subscribe What'sGood TV : https://bit.ly/2LT5ZZC
KamarJeri di Facebook : https://www.facebook.com/kamarjeri08

#KamarJeri",2024-10-15T04:47:16Z,PT37M48S,756808,13885,0,4154
ixAOwK3hPVo,UClN_0Z121IM0alQC7bA3LKw,Millenialzkece,"Polisi Tangkap Pelaku Utama Kasus Vina Cirebon, Netizen : Wajahnya Tdk Mirip, Kambing Hitam?",,2024-05-24T13:43:00Z,PT1M,754367,36170,0,2883
ETkBGPPxXQg,UC-ky0ON5vuB41a-BIHNhMuw,KOMPASTV SUKABUMI,"[FULL] Kesaksian Dedi Mulyadi di Sidang PK Kasus Vina, Yakin Para Terpidana Bukan Pelaku","CIREBON, KOMPAS.TV - Mantan Bupati Purwakarta Dedi Mulyadi hadir sebagai saksi di lanjutan sidang PK terpidana kasus Vina di Pengadilan Negeri (PN) Cirebon, pada Jumat (20/9/2024). 

Dalam kesaksiannya, Dedi Mulyadi meyakini bahwa para terpidana bukan pelaku pembunuhan lantaran peristiwa kematian Vina diyakininya sebagai kecelakaan.

""Saya meyakini mereka tidak berbuat karena peristiwanya bukan pembunuhan tapi kecelakaan. Mereka bukan pembunuh, 1 juta persen saya yakin itu,"" ujar Dedi.

Sahabat Kompas TV Sukabumi! Jangan lupa like, comment, dan subscribe channel YouTube Kompas TV Sukabumi, juga aktifkan lonceng notifikasi agar tidak ketinggalan update mengenai isu-isu terkini di Indonesia.

Jangan lewatkan live streaming Kompas TV 24 jam non stop di https://www.kompas.tv/live.

Sosial Media Kompas TV Sukabumi:
YouTube : https://www.youtube.com/c/KompasTVSukabumi/videos
Instagram : https://www.instagram.com/kompastvsukabumi
Facebook : https://www.facebook.com/redaksikompastvsukabumi
Twitter : @ktvsukabumi
TikTok : https://www.tiktok.com/@kompastvsukabumi",2024-09-20T06:29:15Z,PT49M31S,3057693,19289,0,2585
1WIPQMBdH-Y,UCiFM5EHunF5tL0pMR6Pooaw,RJL 5 - Fajar Aditya,"BONGKAR RAHASIA?! REZA INDRAGIRI PAPARKAN MASALAH SAKA, PEGI, LINDA KASUS VINA CIREBON #OMMAMAT","Jangan lupa follow Instagram kita:
- https://instagram.com/donfajaraditya
- https://www.instagram.com/rjl5.official/ 
- https://www.tiktok.com/@donfajaraditya
================================================
Kasus Vina Cirebon mulai memasuki babak baru dengan ditangkap seorang pelaku yaitu Pegi alias Perong. Seharusnya kita bersyukur bila ternyata ia adalah orang yang selama ini dicari tapi uniknya netizen malah terbagi dua dan menanyakan apakah ini pegy yang asli dicari selama ini?

Mulai dari pengakuan saka salah tangkap dan bukan pelakunya, kemunculan orang tua pegy seakan membuat kita bingung ada apa dibaik kasus vina cirebon

Malam ini kita kedatangan seorang psikolog forensik yang mungkin familiar kita liat beliau sering muncul di tv ketika kasus-kasus besar termasuk kasus vina cirebon ini

Reza Indragiri memberikan pandangannya terkait kasus ini khususnya tentang temuan mohon maaf cairan putih yang ada.

Gimana menurut kalian?

#vina #cirebon 
===================================================
Special Thanks to : Reza Indragiri
====================================================
TONTON VIDEO ANGGY UMBARA BUKA-BUKAAN KASUS VINA CIREBON :
- https://youtu.be/6w3R8wNvRUM

USTAD FAIZAR BAHAS KASUS KESURUPAN LINDA :
- https://youtu.be/KT34Hh4OKGE

SUROTO JELASKAN KESAKSIANNYA DI PENGADILAN TAHUN 2016 :
- https://youtu.be/a8ZaeOhOAT8
====================================================
Copyright 2024, RJL 5",2024-05-24T12:24:36Z,PT47M37S,2382905,36687,0,8763
BAif6feJf9w,UCTvKE2_wQnvifq6sEskAq2w,Tahu Sih,"The Vina Cirebon Case in 2016, Murdered by a Motorcycle Gang #shorts","The Vina Cirebon case in 2016, brutally murdered by a motorcycle gang

Tags: Vina Cirebon 2016, Vina Cirebon case, Cirebon motorcycle gang, Vina 2024 film, Vina murdered

Hashtags: #tahusih #yearofyou #vina #film #feedshorts #jasmerah #crime #shortvideo #cirebon",2024-03-03T03:15:00Z,PT23S,2154862,0,0,1415
PDqrgp957WY,UCL_xrnvh9vjQPDYUAu0sL_w,Tang Makkaporn,“Vina Cirebon case” คดีดับปริศนาสองราย ที่วิญญาณคนตายกลับมาไขคดี | เวรชันสูตร Ep.209,"เรื่องราวในวันนี้ที่ตังค์จะมาเล่าให้กับเพื่อน ๆ ฟังนะครับ มันเป็นเรื่องราวเกี่ยวกับคดีฆาตกรรมที่เกิดขึ้นในประเทศเพื่อนบ้านอาเซียนของเราอย่างอินโดนีเซียครับ ซึ่งเมื่อเดือนพฤษภาคมปี 2024 ที่ผ่านมา ในอินโดนีเซียได้มีภาพยนตร์สยองขวัญเรื่องหนึ่งออกฉายในชื่อว่า “Vina: Sebelum 7 Hari” (อ่านว่า วีนา-เซเบลุม-ตูจุ-ฮารี) หรือถ้าแปลไทยก็จะมีความหมายประมาณว่า “วีนา ก่อนเจ็ดวันผันผ่าน” โดยเนื้อหาจะเล่าถึงเด็กสาวคนหนึ่งผู้มีชื่อว่า วีนา ซึ่งเธอได้ตกเป็นเหยื่อความรุนแรงของแก๊งมอเตอร์ไซค์ในนครจีเรอบน แต่การตายของเธอกลับถูกเข้าใจผิดว่าเกิดจากอุบัติเหตุจราจรธรรมดา วีนาจึงกลับมาในรูปแบบของวิญญาณเพื่อเปิดเผยความจริงเบื้องหลังการตายของตัวเอง 
ภาพยนตร์เรื่องนี้สร้างอิงจากคดีฆาตกรรมของวีนาและแฟนหนุ่มที่เกิดขึ้นจริงเมื่อปี 2016 ซึ่งหลังจากหนังออกฉาย คดีมันก็ได้กลับมาเป็นประเด็นร้อนระดับประเทศอีกครั้ง จนตำรวจอินโดต้องรื้อคดีขึ้นมาทำต่อเพื่อตามจับคนร้ายที่ยังลอยนวล และสิ่งที่ยิ่งสร้างความฮือฮาในหมู่ชาวเน็ตเข้าไปใหญ่ก็คือคลิปเสียงเมื่อแปดปีก่อนของเพื่อนสาวของวีนา ที่เธอกำลัง “ถูกเข้าสิง” โดยวิญญาณของวีนาเอง และเธอได้บอกเล่าเหตุการณ์ในคืนวันเกิดเหตุอย่างละเอียด รวมไปจนถึงตัวฆาตกรที่ตำรวจยังตามจับไม่ได้อีกด้วย 
เรื่องราวทั้งหมดทั้งมวลเป็นอย่างไร เกิดอะไรขึ้นกับวีนาและแฟนหนุ่มของเธอกันแน่  แล้วเหยื่อที่เสียชีวิตไปไม่ได้รับความเป็นธรรม จนวิญญาณต้องกลับมาไขคดีให้กระจ่างเองจริงหรือ? สำหรับวันนี้ในรายการเวรชันสูตร ตังค์จะพาเพื่อน ๆ ทุกคนมาชำแหละคดีนี้ไปพร้อม ๆ กันครับ กับ “วีนา จีเรอบน เคส” คดีดับปริศนาสองราย ที่วิญญาณคนตายกลับมาไข?

งานโฆษณาช่องทางนี้เลยครับ
K.ดา 085-1477821 (เลขา)
or  📩 tang.doctorhouse@gmail.com
 
ติดตามตังค์ได้เพิ่มเติมที่
Facebook https://facebook.com/TangMakkaporn/
Ig : https://www.instagram.com/makkaporn/?...
Tiktok : https://vt.tiktok.com/ZS4Y8dPY/",2024-07-06T12:45:01Z,PT38M1S,2147717,49244,0,1509
